date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer
0.0223,5,0.978723,0.055722,0.439601,0.003467,0.422915,0.414912
0.898898,1,0.085106,0.050168,0.221809,0.003301,0.414293,0.553947
0.473784,2,0.510638,0.030563,0.611128,0.002023,0.534179,0.529825
0.473696,7,0.957447,0.029633,0.338292,0.001685,0.264889,0.803509
0.456484,1,0.340426,0.030053,0.372359,0.002025,0.230709,0.65
0.023008,7,0.06383,0.046836,0.162154,0.003467,0.422915,0.414912
0.876289,5,0.340426,0.031884,0.563076,0.002108,0.686432,0.474123
0.898854,7,0.212766,0.025039,0.147278,0.001666,0.197825,0.544737
0.885536,5,0.021277,0.067431,0.47947,0.004452,0.420508,0.625439
0.429229,6,0.021277,0.056593,0.299464,0.003467,0.422915,0.414912
0.902615,2,0.148936,0.050468,0.157691,0.003317,0.263594,0.651316
0.903102,6,0.297872,0.054551,0.473222,0.003625,0.477991,0.538158
0.460732,7,0.808511,0.041762,0.473966,0.002916,0.365355,0.237719
0.876775,2,0.765957,0.036718,0.684915,0.002472,0.460642,0.50307
0.447148,6,0.489362,0.061727,0.647873,0.004346,0.576385,0.342982
0.911818,1,0.553191,0.043713,0.318506,0.002844,0.261005,0.719298
0.018539,4,0.12766,0.045034,0.210503,0.003467,0.422915,0.414912
0.013318,4,0.957447,0.088567,0.611128,0.003467,0.422915,0.414912
0.474404,2,0.957447,0.035757,0.373996,0.002439,0.13594,0.506579
0.903367,5,0.170213,0.022427,0.156055,0.001467,0.238995,0.67807
0.45206,5,0.085106,0.040891,0.418774,0.002825,0.445365,0.514912
0.465112,1,0.170213,0.022007,0.059804,0.001489,0.151735,0.592544
0.875802,1,0.638298,0.028342,0.309729,0.001005,0.25246,0.857018
0.903588,3,0.829787,0.042963,0.486165,0.002898,0.452615,0.440351
0.437812,3,0.0,0.044134,0.390955,0.003467,0.422915,0.414912
0.438742,3,0.106383,0.048037,0.220619,0.003467,0.422915,0.414912
0.890182,6,0.361702,0.041161,0.766439,0.002862,0.717245,0.281579
0.434627,7,1.0,0.045785,0.233561,0.003467,0.422915,0.414912
0.442901,7,0.893617,0.046115,0.360607,0.003122,0.296737,0.499561
0.013406,6,0.255319,0.072175,0.253942,0.003467,0.422915,0.414912
0.452369,5,0.021277,0.042092,0.567539,0.002862,0.443035,0.560088
0.884651,6,0.702128,0.033175,0.538828,0.002306,0.511652,0.399123
0.912084,7,0.489362,0.06545,0.380839,0.004321,0.385034,0.61886
0.442768,4,0.446809,0.074276,0.557423,0.005075,0.546608,0.386842
0.026547,4,0.255319,0.098475,0.406278,0.003467,0.422915,0.414912
0.44706,4,0.93617,0.041822,0.613657,0.002759,0.435526,0.715351
0.468917,4,0.446809,0.050348,0.518744,0.003438,0.470999,0.28114
0.026503,3,0.893617,0.082232,0.394972,0.003467,0.422915,0.414912
0.000885,1,0.659574,0.21073,0.476049,0.003467,0.422915,0.414912
0.026503,3,0.021277,0.050498,0.333829,0.003467,0.422915,0.414912
0.89027,1,0.212766,0.02597,0.181047,0.001695,0.271362,0.768421
0.899031,4,0.191489,0.035577,0.223297,0.002345,0.328586,0.590789
8.8e-05,4,0.574468,0.047106,0.466825,0.003467,0.422915,0.414912
0.871643,7,0.851064,0.031284,0.455222,0.001951,0.333247,0.861842
0.031547,5,0.382979,0.06644,0.498661,0.003467,0.422915,0.414912
0.47405,1,0.170213,0.021016,0.091193,0.00139,0.138788,0.824123
0.42476,2,0.425532,0.137685,0.474264,0.003467,0.422915,0.414912
0.452148,7,0.234043,0.033025,0.190122,0.001978,0.183843,0.635965
0.876643,6,0.106383,0.021917,0.160666,0.000841,0.274987,0.752193
0.907216,1,0.212766,0.046836,0.098334,0.003008,0.160539,0.77807
0.017875,3,0.06383,0.075688,0.392145,0.003467,0.422915,0.414912
0.443476,6,0.638298,0.043653,0.463404,0.003002,0.527965,0.377193
0.434583,6,0.212766,0.044314,0.118566,0.003467,0.422915,0.414912
0.885182,4,1.0,0.030413,0.500893,0.002009,0.400829,0.497807
0.889961,1,0.744681,0.03915,0.643261,0.002586,0.544537,0.496053
0.898102,6,0.914894,0.027141,0.451949,0.001888,0.440186,0.39693
0.018495,3,0.468085,0.047166,0.490777,0.003467,0.422915,0.414912
0.009424,6,0.148936,0.041341,0.209313,0.003467,0.422915,0.414912
0.456396,6,0.553191,0.032785,0.503124,0.002198,0.535215,0.459211
0.470023,1,0.638298,0.028011,0.299018,0.001897,0.193423,0.605263
0.438742,3,0.085106,0.048037,0.261232,0.003467,0.422915,0.414912
0.872439,4,0.212766,0.036598,0.309729,0.002302,0.376748,0.772807
0.008761,5,0.765957,0.090369,0.721214,0.003467,0.422915,0.414912
0.027167,4,0.06383,0.049688,0.19756,0.003467,0.422915,0.414912
0.455555,1,0.93617,0.03882,0.515323,0.002021,0.372864,0.794737
0.899164,7,0.531915,0.070584,0.376971,0.004535,0.33014,0.741667
0.889341,1,0.021277,0.027651,0.309134,0.001816,0.366649,0.689474
0.008716,4,0.361702,0.075417,0.689676,0.003467,0.422915,0.414912
0.880227,4,0.297872,0.034526,0.432461,0.002312,0.446919,0.359649
0.898235,7,0.148936,0.06626,0.235049,0.002939,0.334542,0.778947
0.451086,4,0.702128,0.041942,0.662749,0.002792,0.648628,0.362281
0.906818,6,0.574468,0.160802,0.601012,0.010999,0.462714,0.486404
0.451661,3,0.404255,0.042032,0.752752,0.002761,0.70378,0.478509
0.880846,4,0.765957,0.035427,0.557126,0.002306,0.561885,0.620175
0.871776,3,0.744681,0.02681,0.46266,0.001726,0.581305,0.639035
0.894429,4,0.234043,0.060736,0.341565,0.002293,0.368721,0.567105
0.897925,7,0.191489,0.025339,0.247397,0.001658,0.3058,0.680702
0.893943,7,0.893617,0.088597,0.588367,0.003635,0.439151,0.691228
0.915667,4,0.574468,0.101657,0.537043,0.008261,0.715432,0.213158
0.867484,3,0.829787,0.028582,0.48795,0.001874,0.522786,0.675439
0.01323,2,0.510638,0.075718,0.532282,0.003467,0.422915,0.414912
0.446706,3,0.659574,0.068542,0.556084,0.004761,0.530036,0.355702
0.442591,7,0.574468,0.080341,0.437667,0.005405,0.3203,0.500526
0.903102,6,0.085106,0.056353,0.335614,0.00371,0.397721,0.645614
0.44706,4,0.06383,0.055722,0.45537,0.003606,0.464008,0.626754
0.89912,6,0.234043,0.080972,0.312853,0.005361,0.366908,0.582018
0.442281,6,0.106383,0.048337,0.204403,0.003467,0.422915,0.414912
0.027255,6,0.851064,0.077639,0.337697,0.003467,0.422915,0.414912
0.424804,3,0.361702,0.058394,0.429188,0.003467,0.422915,0.414912
0.018716,1,0.93617,0.075718,0.422196,0.003467,0.422915,0.414912
0.867838,4,0.382979,0.029062,0.577507,0.001867,0.573537,0.634211
0.451706,4,0.0,0.037859,0.576912,0.002524,0.516313,0.624123
0.880625,6,0.617021,0.035667,0.260785,0.002181,0.148887,0.935526
0.465289,5,0.531915,0.069923,0.488991,0.004811,0.483687,0.233333
0.469448,2,0.425532,0.055632,0.506397,0.003716,0.516054,0.394298
0.473253,4,0.212766,0.049207,0.318209,0.003288,0.249871,0.589035
0.8935,4,0.191489,0.037649,0.279084,0.002399,0.371569,0.759211
0.460997,6,0.595745,0.032905,0.451949,0.002246,0.437079,0.341667
0.43383,3,0.382979,0.049388,0.541803,0.003467,0.422915,0.414912
0.46082,2,0.893617,0.035667,0.502529,0.002474,0.402641,0.303509
0.902615,2,0.87234,0.087066,0.537191,0.005837,0.53159,0.472807
0.876687,7,0.212766,0.027651,0.188932,0.001618,0.241585,0.851316
0.00907,5,0.702128,0.090098,0.645939,0.003467,0.422915,0.414912
0.898943,2,0.851064,0.095382,0.68313,0.006267,0.588814,0.544298
0.018141,2,0.319149,0.056263,0.442428,0.003467,0.422915,0.414912
0.46436,5,0.340426,0.029663,0.421303,0.002034,0.448472,0.446491
0.027078,2,0.574468,0.074817,0.442577,0.003467,0.422915,0.414912
0.429671,2,0.638298,0.121652,0.676584,0.003467,0.422915,0.414912
0.894429,4,0.361702,0.073886,0.688039,0.005044,0.709218,0.372807
0.889784,4,0.93617,0.043023,0.647575,0.002973,0.510098,0.528509
0.447856,1,0.042553,0.038549,0.347218,0.002478,0.39565,0.575
0.022034,6,0.893617,0.045965,0.262571,0.003467,0.422915,0.414912
0.90757,2,0.808511,0.088057,0.547754,0.005831,0.623252,0.387719
0.473873,4,0.87234,0.031464,0.459833,0.002071,0.377525,0.74386
0.474492,4,0.106383,0.029753,0.101755,0.002042,0.117297,0.513596
0.433963,6,0.297872,0.047286,0.324308,0.003467,0.422915,0.414912
0.912482,2,0.87234,0.042873,0.37474,0.002923,0.419472,0.342982
0.982169,4,0.595745,0.048487,0.515769,0.003322,0.575867,0.351316
0.911951,4,0.340426,0.106491,0.554597,0.007156,0.594511,0.422368
0.866953,5,0.319149,0.024919,0.18432,0.001633,0.067323,0.90307
0.031105,2,0.617021,0.102258,0.517852,0.003467,0.422915,0.414912
0.022919,5,0.829787,0.047496,0.414609,0.003467,0.422915,0.414912
0.894252,7,0.808511,0.086466,0.679113,0.005634,0.54376,0.637719
0.911862,2,0.680851,0.047346,0.507438,0.003187,0.530036,0.387281
0.447856,1,0.021277,0.038759,0.390062,0.002489,0.355774,0.664474
0.00938,5,0.893617,0.041612,0.536894,0.003467,0.422915,0.414912
0.022123,1,0.595745,0.073256,0.259595,0.003467,0.422915,0.414912
0.442812,5,0.489362,0.051279,0.498364,0.003558,0.513723,0.331579
0.880669,7,0.297872,0.033385,0.184171,0.001834,0.133868,0.862719
0.907084,5,0.021277,0.071785,0.450164,0.004763,0.472035,0.475877
0.456573,3,0.617021,0.035607,0.531241,0.002405,0.600725,0.501754
0.026547,4,0.489362,0.095443,0.487355,0.003467,0.422915,0.414912
0.424539,4,0.638298,0.058394,0.3313,0.003467,0.422915,0.414912
0.464493,1,0.106383,0.027471,0.124368,0.001849,0.258415,0.564035
0.023052,1,0.446809,0.101327,0.503124,0.003467,0.422915,0.414912
0.026547,4,0.702128,0.114357,0.495091,0.003467,0.422915,0.414912
0.44237,2,0.851064,0.077459,0.445403,0.005378,0.444847,0.500526
0.009513,1,0.595745,0.041642,0.538679,0.003467,0.422915,0.414912
0.013451,7,0.425532,0.078029,0.494347,0.003467,0.422915,0.414912
0.437857,4,0.744681,0.055782,0.488248,0.003467,0.422915,0.414912
0.464758,7,0.531915,0.029032,0.370277,0.001955,0.275764,0.557895
0.907128,6,0.319149,0.090459,0.448676,0.006132,0.646556,0.352632
0.023141,3,0.382979,0.119491,0.50967,0.003467,0.422915,0.414912
0.022654,6,0.893617,0.069443,0.286224,0.003467,0.422915,0.414912
0.018052,7,0.553191,0.069653,0.276406,0.003467,0.422915,0.414912
0.45644,7,0.085106,0.033115,0.363582,0.002262,0.385034,0.317544
0.005133,7,0.638298,0.071815,0.337995,0.003467,0.422915,0.414912
0.880359,7,0.06383,0.053681,0.284885,0.00366,0.332988,0.356579
0.473829,3,0.638298,0.036328,0.627789,0.002397,0.554117,0.50614
0.446927,1,0.723404,0.043623,0.50848,0.002952,0.370016,0.511404
0.438565,6,0.553191,0.053381,0.353764,0.003467,0.422915,0.414912
0.898102,4,0.914894,0.042662,0.569771,0.002852,0.514759,0.48114
0.031193,4,0.617021,0.125465,0.452246,0.003467,0.422915,0.414912
0.000619,2,0.957447,0.13105,0.489289,0.003467,0.422915,0.414912
0.013185,1,0.617021,0.041281,0.453585,0.003467,0.422915,0.414912
0.898898,1,0.489362,0.05239,0.403303,0.003253,0.305282,0.797807
0.871731,2,0.489362,0.028822,0.55177,0.001876,0.55101,0.675
0.005088,6,0.510638,0.071815,0.421898,0.003467,0.422915,0.414912
0.425025,1,0.085106,0.055242,0.098185,0.003467,0.422915,0.414912
0.89881,6,0.723404,0.053351,0.554299,0.003525,0.573537,0.419737
0.911641,4,0.574468,0.086226,0.505207,0.005864,0.576385,0.297368
0.86797,7,0.468085,0.046325,0.459387,0.002892,0.315122,0.833772
0.464537,2,0.276596,0.028131,0.135971,0.001899,0.365096,0.416228
0.872439,4,0.085106,0.035547,0.172568,0.001068,0.321595,0.688158
0.89912,6,0.744681,0.076979,0.60235,0.005183,0.52175,0.563158
0.026946,6,0.617021,0.075718,0.317614,0.003467,0.422915,0.414912
0.881244,6,0.297872,0.029122,0.38679,0.001948,0.430606,0.458772
0.009911,3,0.191489,0.060496,0.22166,0.003467,0.422915,0.414912
0.434406,2,0.148936,0.046685,0.146831,0.003467,0.422915,0.414912
0.026857,4,0.489362,0.130569,0.622731,0.003467,0.422915,0.414912
0.469891,5,0.574468,0.036748,0.796935,0.004836,0.642413,0.292105
0.902571,1,0.680851,0.050228,0.247545,0.003338,0.263076,0.573246
0.880669,7,0.808511,0.037018,0.368789,0.002354,0.321595,0.718421
0.000265,1,0.12766,0.046956,0.112169,0.003467,0.422915,0.414912
0.425424,3,0.0,0.07929,0.361648,0.003467,0.422915,0.414912
0.442901,7,0.978723,0.05323,0.385451,0.003637,0.377525,0.406579
0.44352,7,0.893617,0.089348,0.509819,0.00582,0.354738,0.705702
0.898677,3,0.297872,0.058184,0.549241,0.003895,0.554117,0.427193
0.459891,2,0.042553,0.029633,0.272687,0.00193,0.376489,0.680702
0.893943,7,0.829787,0.086826,0.666171,0.003635,0.50492,0.698246
0.027034,1,0.914894,0.109253,0.39512,0.003467,0.422915,0.414912
0.008982,3,0.170213,0.075958,0.246504,0.003467,0.422915,0.414912
0.030707,7,0.978723,0.059265,0.260042,0.003467,0.422915,0.414912
0.027078,2,0.510638,0.077939,0.441535,0.003467,0.422915,0.414912
0.907924,3,0.93617,0.086436,0.457156,0.005719,0.336095,0.517105
0.889784,4,0.510638,0.055452,0.684469,0.003909,0.647851,0.299561
0.894031,2,0.148936,0.05239,0.240107,0.002229,0.374676,0.772368
0.021902,3,0.425532,0.073586,0.515174,0.003467,0.422915,0.414912
0.890359,3,0.446809,0.028942,0.714222,0.002029,0.686432,0.354825
0.465289,5,0.297872,0.033415,0.400476,0.002316,0.409632,0.25
0.915712,5,0.382979,0.096073,0.569325,0.00656,0.578457,0.264035
0.500111,7,0.680851,0.034586,0.277001,0.002347,0.197307,0.462281
0.01761,4,0.212766,0.066681,0.224189,0.003467,0.422915,0.414912
0.430114,5,0.680851,0.070734,0.502529,0.003467,0.422915,0.414912
0.434494,4,0.957447,0.044314,0.411931,0.003467,0.422915,0.414912
0.425424,3,0.510638,0.168698,0.64936,0.003467,0.422915,0.414912
0.008761,5,0.340426,0.090369,0.65427,0.003467,0.422915,0.414912
0.469183,3,0.404255,0.089738,0.56873,0.005847,0.519679,0.581579
0.438963,1,0.531915,0.057974,0.45909,0.003467,0.422915,0.414912
0.912128,1,0.106383,0.028191,0.100714,0.001851,0.254272,0.625877
0.902748,5,0.595745,0.056623,0.470544,0.003808,0.566287,0.357018
0.433786,2,0.510638,0.049538,0.534216,0.003467,0.422915,0.414912
0.022742,1,0.702128,0.090729,0.435436,0.003467,0.422915,0.414912
0.439051,3,0.851064,0.054792,0.453883,0.003467,0.422915,0.414912
0.912482,2,0.659574,0.073496,0.51205,0.005012,0.55334,0.315789
0.030839,3,0.787234,0.074817,0.423386,0.003467,0.422915,0.414912
0.43383,3,0.510638,0.068812,0.567093,0.003467,0.422915,0.414912
0.451794,6,0.638298,0.033626,0.516959,0.002221,0.567064,0.479386
0.906995,3,0.404255,0.174493,0.572746,0.012023,0.577162,0.340789
0.000221,7,0.361702,0.047256,0.277298,0.003467,0.422915,0.414912
0.464493,1,0.680851,0.02675,0.204255,0.001786,0.199379,0.664474
0.004646,3,0.765957,0.224931,0.827135,0.003467,0.422915,0.414912
0.442857,6,0.361702,0.094872,0.565457,0.00656,0.569912,0.452632
0.465289,5,0.468085,0.074667,0.49762,0.005133,0.492491,0.271491
0.013716,6,0.808511,0.045034,0.52886,0.003467,0.422915,0.414912
0.875979,5,0.553191,0.033025,0.669741,0.002098,0.545572,0.567982
0.425202,5,0.87234,0.062748,0.324159,0.003467,0.422915,0.414912
0.877041,1,0.148936,0.027561,0.091639,0.001828,0.139824,0.590789
0.880492,3,0.191489,0.031434,0.172121,0.002023,0.232004,0.650439
0.02668,7,0.978723,0.050498,0.290539,0.003467,0.422915,0.414912
0.443033,3,0.042553,0.060436,0.440345,0.004073,0.4174,0.470175
0.912039,6,0.0,0.057674,0.426064,0.003936,0.389436,0.410088
0.022034,6,0.574468,0.064279,0.286373,0.003467,0.422915,0.414912
0.470023,1,0.276596,0.02678,0.205742,0.001813,0.130761,0.630263
0.89027,1,0.234043,0.027711,0.186998,0.001786,0.256603,0.758772
0.430114,5,0.468085,0.077249,0.538233,0.003467,0.422915,0.414912
0.000664,3,0.361702,0.125706,0.594912,0.003467,0.422915,0.414912
0.881377,2,0.212766,0.028251,0.157394,0.001211,0.226567,0.72193
0.429804,5,0.297872,0.07956,0.535555,0.003467,0.422915,0.414912
0.912349,6,0.638298,0.062598,0.488991,0.004416,0.536769,0.242982
0.893722,2,0.106383,0.033626,0.228801,0.002152,0.325479,0.683772
0.885359,1,0.170213,0.01363,0.084647,0.000897,0.188762,0.687719
0.022211,3,0.234043,0.046445,0.193395,0.003467,0.422915,0.414912
0.464714,6,0.170213,0.025459,0.136566,0.001701,0.183843,0.713158
0.425601,7,0.595745,0.066741,0.265248,0.003467,0.422915,0.414912
0.461042,7,0.319149,0.028522,0.3313,0.001932,0.199896,0.592982
0.881244,6,0.404255,0.029963,0.560994,0.002056,0.557742,0.454825
0.017698,6,0.744681,0.045244,0.404344,0.003467,0.422915,0.414912
0.451396,4,0.382979,0.03933,0.658137,0.002574,0.692128,0.522368
0.433388,7,0.510638,0.049838,0.344838,0.003467,0.422915,0.414912
0.433476,2,0.234043,0.076828,0.383517,0.003467,0.422915,0.414912
0.425025,1,0.531915,0.075868,0.460577,0.003467,0.422915,0.414912
0.460245,3,1.0,0.03969,0.490181,0.002703,0.442258,0.420175
0.880492,3,0.489362,0.03957,0.587325,0.002763,0.581823,0.252193
0.017477,1,0.680851,0.10535,0.493454,0.003467,0.422915,0.414912
0.871599,6,0.085106,0.024469,0.2169,0.001126,0.329622,0.842544
0.00469,4,0.191489,0.075207,0.215115,0.003467,0.422915,0.414912
0.907969,4,0.553191,0.042002,0.470396,0.003415,0.576903,0.32807
0.027255,6,0.893617,0.083463,0.317316,0.003467,0.422915,0.414912
0.442414,3,0.021277,0.06536,0.406873,0.004794,0.340497,0.500526
0.867351,7,0.851064,0.036238,0.317316,0.002378,0.330399,0.788158
0.889872,6,0.297872,0.103639,0.680303,0.007015,0.635681,0.49693
0.027344,1,0.510638,0.080491,0.501785,0.003467,0.422915,0.414912
0.912216,3,0.829787,0.047646,0.446891,0.003236,0.435267,0.310088
0.442281,6,0.148936,0.047016,0.137905,0.003467,0.422915,0.414912
0.469846,4,0.468085,0.751441,0.756769,0.051314,0.819006,0.166228
0.026459,2,0.723404,0.074817,0.501785,0.003467,0.422915,0.414912
0.898721,4,0.297872,0.05239,0.537638,0.003542,0.566287,0.365351
0.030839,3,0.531915,0.119491,0.576465,0.003467,0.422915,0.414912
0.000575,1,0.659574,0.119731,0.469206,0.003467,0.422915,0.414912
0.898589,1,0.425532,0.090459,0.579441,0.005571,0.304505,0.810526
0.469625,6,0.87234,0.042662,0.282654,0.00291,0.333247,0.385088
0.898721,4,0.276596,0.088958,0.520976,0.00591,0.526411,0.487281
0.469006,6,0.574468,0.05284,0.538828,0.003546,0.502589,0.322368
0.474448,3,0.234043,0.034166,0.202023,0.002347,0.128172,0.453509
0.894651,2,0.808511,0.087066,0.829961,0.00555,0.687468,0.707456
0.438786,4,0.659574,0.057974,0.477834,0.003467,0.422915,0.414912
0.027034,1,1.0,0.115918,0.411485,0.003467,0.422915,0.414912
0.912039,6,0.808511,0.042542,0.420262,0.002781,0.394614,0.518421
0.45175,5,0.404255,0.041852,0.74219,0.002779,0.704039,0.390789
0.451883,1,0.340426,0.033475,0.456263,0.002179,0.198343,0.832018
0.455865,1,0.787234,0.036057,0.697263,0.002391,0.459865,0.728947
0.91173,6,0.361702,0.126997,0.590896,0.008361,0.650958,0.514035
0.031459,3,0.234043,0.078209,0.352722,0.003467,0.422915,0.414912
0.889739,3,0.723404,0.085685,0.786522,0.006039,0.73796,0.312719
0.898633,2,0.659574,0.103759,0.603094,0.00684,0.573537,0.442105
0.000531,7,0.468085,0.085895,0.354061,0.003467,0.422915,0.414912
0.871687,1,0.574468,0.027141,0.333829,0.001683,0.209995,0.830263
0.902571,1,0.446809,0.06539,0.399583,0.004331,0.297255,0.605263
0.031813,4,0.106383,0.040351,0.00967,0.003467,0.422915,0.414912
0.425291,7,0.255319,0.073826,0.100863,0.003467,0.422915,0.414912
0.884828,3,0.702128,0.036628,0.625409,0.002507,0.57276,0.426316
0.009734,6,0.191489,0.041642,0.160964,0.003467,0.422915,0.414912
0.447591,2,0.638298,0.042873,0.514728,0.002987,0.548938,0.311404
0.470023,1,0.148936,0.022757,0.097292,0.001548,0.122216,0.561842
0.008761,5,0.87234,0.041732,0.569771,0.003467,0.422915,0.414912
0.867351,7,0.468085,0.032965,0.395418,0.002177,0.360953,0.794737
0.02261,5,0.765957,0.082323,0.45537,0.003467,0.422915,0.414912
0.468962,5,0.148936,0.025549,0.133591,0.001699,0.179182,0.564912
0.43445,3,0.595745,0.064399,0.519637,0.003467,0.422915,0.414912
0.898058,3,0.702128,0.077039,0.646831,0.004996,0.590109,0.659649
0.434007,7,0.170213,0.043383,0.063225,0.003467,0.422915,0.414912
0.437989,7,0.06383,0.045154,0.160071,0.003467,0.422915,0.414912
0.004823,7,0.297872,0.068362,0.208123,0.003467,0.422915,0.414912
0.465156,2,0.93617,0.047676,0.439304,0.003311,0.373382,0.30307
0.461042,7,1.0,0.030683,0.323118,0.002117,0.331176,0.331579
0.906774,5,0.957447,0.043053,0.439899,0.002906,0.295702,0.528509
0.031901,6,0.787234,0.082923,0.271348,0.003467,0.422915,0.414912
0.005398,6,0.914894,0.062447,0.420559,0.003467,0.422915,0.414912
0.9158,7,0.595745,0.053441,0.34454,0.003666,0.299068,0.392105
0.889164,4,0.191489,0.02612,0.19161,0.001705,0.319524,0.697807
0.867838,4,0.978723,0.029002,0.418179,0.001705,0.397721,0.608772
0.032034,2,0.87234,0.056923,0.174502,0.003467,0.422915,0.414912
0.44675,4,0.574468,0.043653,0.524695,0.003006,0.556706,0.458772
0.030795,2,0.170213,0.074517,0.167658,0.003467,0.422915,0.414912
0.88912,3,0.361702,0.029152,0.569473,0.002017,0.627654,0.295175
0.425291,7,0.510638,0.080611,0.310027,0.003467,0.422915,0.414912
0.897969,1,0.212766,0.049117,0.194287,0.002083,0.240549,0.816228
0.465289,5,0.87234,0.042662,0.430675,0.002968,0.417659,0.272807
0.460378,6,0.957447,0.032455,0.498512,0.00225,0.364319,0.405702
0.911331,4,0.021277,0.046355,0.371467,0.003037,0.306577,0.63114
0.017698,6,0.531915,0.066591,0.349747,0.003467,0.422915,0.414912
0.871864,5,0.574468,0.080821,0.726123,0.005415,0.747799,0.214474
0.442326,1,0.12766,0.043473,0.098185,0.002198,0.12869,0.500526
0.906818,6,0.276596,0.044013,0.3554,0.002991,0.285862,0.486842
0.867484,3,0.489362,0.037228,0.642963,0.002462,0.719057,0.350439
0.424716,1,0.765957,0.085235,0.435733,0.003467,0.422915,0.414912
0.026813,3,0.297872,0.059865,0.460577,0.003467,0.422915,0.414912
0.425468,4,0.87234,0.085895,0.381434,0.003467,0.422915,0.414912
0.460909,4,0.851064,0.069233,0.672865,0.004747,0.438115,0.489912
0.898102,4,0.148936,0.03942,0.256918,0.002551,0.342569,0.671053
0.907526,1,0.510638,0.046565,0.40241,0.003014,0.258415,0.747368
0.460909,4,0.829787,0.102468,0.709313,0.006988,0.456758,0.502193
0.009159,7,0.638298,0.082052,0.382922,0.003467,0.422915,0.414912
0.469625,6,0.06383,0.044224,0.213181,0.002983,0.321077,0.413596
0.88151,5,1.0,0.028852,0.453288,0.001845,0.448213,0.63114
0.898058,3,0.553191,0.07872,0.610533,0.00505,0.604609,0.580263
0.464316,4,0.893617,0.02693,0.36269,0.00183,0.363283,0.501316
0.894739,4,0.276596,0.096493,0.602946,0.006404,0.577421,0.451316
0.018141,2,0.425532,0.07932,0.544332,0.003467,0.422915,0.414912
0.469846,4,0.914894,0.054551,0.512794,0.003685,0.368721,0.498246
0.867439,2,0.617021,0.035487,0.629723,0.00237,0.802693,0.139912
0.912261,4,0.191489,0.048457,0.231181,0.003253,0.259451,0.50307
0.443299,2,0.276596,0.044374,0.478578,0.002991,0.365096,0.494737
0.881333,1,0.787234,0.041492,0.462809,0.002725,0.443035,0.58114
0.43883,5,0.319149,0.048337,0.205296,0.003467,0.422915,0.414912
0.881421,3,0.680851,0.028942,0.472627,0.00204,0.565769,0.385526
0.004513,7,0.361702,0.092771,0.420411,0.003467,0.422915,0.414912
0.455909,2,0.106383,0.033025,0.264951,0.002214,0.319524,0.72193
0.889651,1,0.191489,0.016783,0.121541,0.001093,0.230451,0.689035
0.026636,6,0.106383,0.048607,0.128979,0.003467,0.422915,0.414912
0.464404,6,0.212766,0.02666,0.159625,0.001784,0.188762,0.600439
0.452192,1,0.085106,0.033115,0.239512,0.002287,0.290782,0.45614
0.474094,2,0.106383,0.025219,0.142963,0.001647,0.192387,0.837719
0.871422,2,0.744681,0.027381,0.636566,0.001789,0.595287,0.669737
0.00969,5,0.468085,0.087877,0.655162,0.003467,0.422915,0.414912
0.903146,7,0.680851,0.067882,0.310771,0.002929,0.278353,0.639035
0.425778,4,0.234043,0.076258,0.338738,0.003467,0.422915,0.414912
0.867439,2,0.06383,0.021346,0.140732,0.001398,0.281201,0.767544
0.031503,4,0.319149,0.066531,0.453734,0.003467,0.422915,0.414912
0.876023,6,0.106383,0.018914,0.155906,0.000841,0.269549,0.813158
0.903279,3,0.06383,0.069233,0.354359,0.004767,0.44174,0.545614
0.868236,6,0.808511,0.029212,0.523654,0.001888,0.353962,0.792544
0.447856,1,0.893617,0.035397,0.550431,0.002358,0.346194,0.687281
0.022698,7,0.148936,0.063468,0.062481,0.003467,0.422915,0.414912
0.867926,6,0.404255,0.029122,0.699197,0.001836,0.541429,0.707018
0.026769,2,0.276596,0.107572,0.443618,0.003467,0.422915,0.414912
0.014291,5,0.382979,0.056263,0.649509,0.003467,0.422915,0.414912
0.867395,1,0.510638,0.036087,0.348111,0.002358,0.374158,0.750877
0.018097,1,0.702128,0.097274,0.482446,0.003467,0.422915,0.414912
0.867395,1,0.0,0.029092,0.213478,0.001888,0.288452,0.860965
0.465333,6,0.574468,0.075988,0.52529,0.005204,0.543242,0.175439
0.902748,5,0.06383,0.067131,0.37474,0.004414,0.483687,0.622368
0.451352,3,0.148936,0.036598,0.264951,0.002104,0.307613,0.816228
0.469846,4,0.93617,0.06584,0.512794,0.004435,0.350078,0.535526
0.460201,2,0.297872,0.034856,0.456263,0.00237,0.460383,0.363158
0.447148,6,0.382979,0.079711,0.72166,0.005636,0.599948,0.407895
0.44352,7,0.702128,0.055842,0.520678,0.003745,0.38581,0.580702
0.013274,3,0.893617,0.086135,0.561886,0.003467,0.422915,0.414912
0.447325,3,0.297872,0.042632,0.599524,0.002808,0.516313,0.500439
0.446971,2,0.638298,0.041401,0.323416,0.002754,0.267996,0.730263
0.469271,5,0.617021,0.057073,0.584499,0.003747,0.503884,0.438596
0.434096,2,0.829787,0.051039,0.470544,0.003467,0.422915,0.414912
0.026503,3,0.042553,0.047526,0.269563,0.003467,0.422915,0.414912
0.022123,1,0.06383,0.044494,0.144749,0.003467,0.422915,0.414912
0.907172,7,0.553191,0.091269,0.376525,0.005939,0.389694,0.669737
0.885315,7,0.957447,0.097244,0.371318,0.002952,0.309425,0.694737
